Accelerometer x,Accelerometer y,Accelerometer z,Gyroscope x,Gyroscope y,Gyroscope z
0.0450439453125,-0.65966796875,0.627197265625,-3.7022900763358777,-1.015267175572519,0.46564885496183206
0.0367431640625,-0.6673583984375,0.6171875,-3.4656488549618323,-1.0763358778625953,0.22900763358778625
0.03955078125,-0.66845703125,0.62353515625,-3.786259541984733,-1.083969465648855,0.33587786259541985
0.04541015625,-0.6712646484375,0.6165771484375,-3.2595419847328246,-1.1450381679389312,0.35877862595419846
0.0396728515625,-0.6734619140625,0.6175537109375,-3.6106870229007635,-1.1603053435114503,0.5419847328244275
0.0374755859375,-0.6712646484375,0.6378173828125,-3.717557251908397,-1.0305343511450382,0.3053435114503817
0.04345703125,-0.66748046875,0.62060546875,-3.786259541984733,-1.0916030534351144,0.37404580152671757
0.0430908203125,-0.6710205078125,0.6217041015625,-3.404580152671756,-1.1297709923664123,0.35877862595419846
0.040283203125,-0.6693115234375,0.6279296875,-3.564885496183206,-1.2213740458015268,0.42748091603053434
0.044677734375,-0.670166015625,0.621337890625,-3.8625954198473282,-1.1603053435114503,0.3816793893129771
0.0426025390625,-0.66845703125,0.6243896484375,-3.2213740458015265,-1.2290076335877862,0.3282442748091603
0.0447998046875,-0.665771484375,0.625732421875,-4.015267175572519,-1.1450381679389312,0.3816793893129771
0.040771484375,-0.6680908203125,0.6251220703125,-3.4885496183206106,-1.1068702290076335,0.42748091603053434
0.04541015625,-0.666748046875,0.618408203125,-3.282442748091603,-1.213740458015267,0.3282442748091603
0.0404052734375,-0.6693115234375,0.6202392578125,-3.6717557251908395,-1.1450381679389312,0.5954198473282443
0.039794921875,-0.6707763671875,0.6260986328125,-3.404580152671756,-1.1297709923664123,0.2366412213740458
0.043701171875,-0.669189453125,0.6192626953125,-3.7251908396946565,-1.099236641221374,0.3969465648854962
0.0426025390625,-0.66845703125,0.6224365234375,-3.4732824427480917,-1.1526717557251909,0.2900763358778626
0.0418701171875,-0.6658935546875,0.63330078125,-3.6946564885496183,-1.0916030534351144,0.3893129770992366
0.0440673828125,-0.6666259765625,0.6221923828125,-3.8091603053435112,-1.1145038167938932,0.35877862595419846
0.037353515625,-0.663818359375,0.609375,-3.5114503816793894,-1.0305343511450382,0.29770992366412213
0.044921875,-0.6717529296875,0.624755859375,-3.732824427480916,-1.213740458015267,0.5725190839694656
0.04052734375,-0.66552734375,0.6212158203125,-3.4427480916030535,-1.1221374045801527,0.48091603053435117
0.0450439453125,-0.6685791015625,0.632080078125,-3.5419847328244276,-1.1984732824427482,0.3816793893129771
0.0614013671875,-0.668701171875,0.6298828125,-3.66412213740458,-1.083969465648855,0.3969465648854962
0.0408935546875,-0.669921875,0.6114501953125,-3.6030534351145036,-1.0534351145038168,0.2824427480916031
0.0462646484375,-0.671875,0.621337890625,-3.404580152671756,-1.1755725190839694,0.35877862595419846
0.03955078125,-0.6651611328125,0.631103515625,-3.7557251908396947,-1.1068702290076335,0.31297709923664124
0.0433349609375,-0.671875,0.61669921875,-3.4427480916030535,-1.2900763358778626,0.26717557251908397
0.0396728515625,-0.6697998046875,0.6241455078125,-3.687022900763359,-1.16793893129771,0.5419847328244275
0.0379638671875,-0.6707763671875,0.621826171875,-3.435114503816794,-1.1374045801526718,0.3435114503816794
0.0391845703125,-0.6663818359375,0.624267578125,-3.7251908396946565,-1.1297709923664123,0.3969465648854962
0.0450439453125,-0.6826171875,0.6201171875,-3.312977099236641,-1.1297709923664123,0.19083969465648856
0.04296875,-0.668212890625,0.630126953125,-3.5801526717557253,-1.1755725190839694,0.3969465648854962
0.0433349609375,-0.66455078125,0.6263427734375,-3.4732824427480917,-1.2595419847328244,0.2824427480916031
0.04296875,-0.6649169921875,0.627197265625,-3.9083969465648853,-1.1068702290076335,0.3893129770992366
0.0418701171875,-0.6680908203125,0.623779296875,-3.786259541984733,-1.1145038167938932,0.19083969465648856
0.044677734375,-0.66650390625,0.6212158203125,-3.4656488549618323,-1.0381679389312977,0.22137404580152673
0.038330078125,-0.6678466796875,0.621337890625,-3.7557251908396947,-1.2061068702290076,0.35877862595419846
0.04345703125,-0.6568603515625,0.627685546875,-3.6412213740458017,-1.1221374045801527,0.2595419847328244
0.041259765625,-0.6688232421875,0.622802734375,-3.236641221374046,-1.2061068702290076,0.31297709923664124
0.04248046875,-0.6710205078125,0.62548828125,-3.66412213740458,-1.2442748091603053,0.37404580152671757
0.04052734375,-0.6715087890625,0.62451171875,-3.648854961832061,-1.16793893129771,0.19083969465648856
0.0465087890625,-0.671875,0.6236572265625,-3.6259541984732824,-1.1603053435114503,0.29770992366412213
0.0399169921875,-0.6707763671875,0.6201171875,-3.6106870229007635,-1.083969465648855,0.31297709923664124
-0.0037841796875,-0.79150390625,0.8353271484375,69.86259541984732,-21.076335877862597,-14.992366412213741
0.03369140625,-0.64990234375,0.6617431640625,9.977099236641221,10.770992366412214,-9.793893129770993
0.024658203125,-0.6611328125,0.6339111328125,3.015267175572519,2.213740458015267,-3.50381679389313
0.0201416015625,-0.6544189453125,0.6243896484375,26.80916030534351,17.885496183206108,-24.328244274809162
0.037841796875,-0.635986328125,0.668701171875,25.740458015267176,14.34351145038168,-19.03053435114504
0.0499267578125,-0.6302490234375,0.69384765625,4.305343511450381,-4.923664122137405,5.374045801526718
0.0191650390625,-0.6361083984375,0.6646728515625,-4.091603053435114,-4.99236641221374,5.564885496183206
0.0155029296875,-0.6373291015625,0.631591796875,7.297709923664122,14.351145038167939,-18.641221374045802
0.043701171875,-0.6378173828125,0.6549072265625,11.755725190839694,14.320610687022901,-18.16030534351145
0.0455322265625,-0.6290283203125,0.6734619140625,4.374045801526718,4.320610687022901,-6.3816793893129775
0.0413818359375,-0.6240234375,0.6529541015625,1.0610687022900764,2.1526717557251906,-3.618320610687023
0.031982421875,-0.6217041015625,0.65283203125,13.564885496183207,9.183206106870228,-10.083969465648854
0.136474609375,-0.5933837890625,0.6708984375,8.01526717557252,-5.580152671755725,6.00763358778626
0.02783203125,-0.62841796875,0.670166015625,-1.9389312977099236,-1.3053435114503817,2.7404580152671754
0.0408935546875,-0.6177978515625,0.66796875,-2.9389312977099236,0.05343511450381679,-0.4198473282442748
0.0460205078125,-0.626953125,0.6585693359375,-7.282442748091603,-5.297709923664122,5.374045801526718
0.054931640625,-0.61767578125,0.661376953125,-2.1526717557251906,5.358778625954199,-7.435114503816794
-0.0516357421875,-0.54296875,0.7098388671875,12.67175572519084,-7.656488549618321,13.526717557251908
0.084228515625,-0.6142578125,0.666015625,29.64885496183206,-1.5877862595419847,8.17557251908397
0.0452880859375,-0.6507568359375,0.6588134765625,15.931297709923664,-4.809160305343512,1.2671755725190839
0.0487060546875,-0.839111328125,0.5869140625,5.824427480916031,-4.679389312977099,2.3435114503816794
0.0313720703125,-0.5943603515625,0.690673828125,-0.22900763358778625,-4.557251908396947,4.519083969465649
0.050537109375,-0.6005859375,0.68017578125,-3.969465648854962,-3.7557251908396947,3.984732824427481
0.047119140625,-0.5933837890625,0.6739501953125,-1.0687022900763359,-8.076335877862595,9.702290076335878
0.0404052734375,-0.5960693359375,0.665283203125,9.84732824427481,-0.5801526717557252,-0.6259541984732825
0.0137939453125,-0.5233154296875,0.71728515625,38.916030534351144,6.0534351145038165,-2.3053435114503817
0.06298828125,-0.635009765625,0.692626953125,19.96946564885496,-3.4198473282442747,2.4656488549618323
0.042236328125,-0.575927734375,0.7088623046875,1.0305343511450382,-6.6106870229007635,8.236641221374045
0.0362548828125,-0.576904296875,0.69775390625,-0.21374045801526717,-5.114503816793893,5.587786259541985
0.042236328125,-0.5748291015625,0.703125,4.687022900763359,-4.66412213740458,5.427480916030534
0.0357666015625,-0.6043701171875,0.702880859375,-2.3206106870229006,-5.923664122137405,6.816793893129771
0.075439453125,-0.6053466796875,0.708251953125,-22.27480916030534,-13.221374045801527,7.893129770992366
0.073974609375,-0.60009765625,0.6661376953125,-27.419847328244273,-6.442748091603053,9.633587786259541
0.018310546875,-0.5093994140625,0.712890625,-14.961832061068701,-2.9236641221374047,5.580152671755725
0.0330810546875,-0.584228515625,0.6904296875,4.1679389312977095,1.0687022900763359,-2.763358778625954
0.039306640625,-0.581298828125,0.7110595703125,-1.9618320610687023,1.6488549618320612,-3.3969465648854964
0.0384521484375,-0.5887451171875,0.69140625,-6.343511450381679,2.1603053435114505,-4.030534351145038
0.042724609375,-0.578369140625,0.7021484375,-3.114503816793893,1.0076335877862594,-2.900763358778626
0.0506591796875,-0.5859375,0.697265625,-6.213740458015267,0.8549618320610687,-2.3587786259541983
0.0479736328125,-0.5882568359375,0.697509765625,-9.01526717557252,-1.1068702290076335,0.5877862595419847
0.056396484375,-0.633056640625,0.677978515625,-22.50381679389313,-9.198473282442748,7.2748091603053435
0.038818359375,-0.6248779296875,0.670654296875,-33.48854961832061,-8.01526717557252,7.870229007633588
0.05224609375,-0.57373046875,0.697998046875,-35.267175572519086,-1.4045801526717556,5.030534351145038
0.028076171875,-0.5794677734375,0.6915283203125,-24.755725190839694,-0.8549618320610687,-0.19083969465648856
0.0523681640625,-0.630859375,0.6588134765625,-18.938931297709924,3.5419847328244276,-2.427480916030534
0.0484619140625,-0.619873046875,0.6751708984375,-24.549618320610687,3.4580152671755724,-1.1374045801526718
0.0458984375,-0.624267578125,0.6712646484375,-26.083969465648856,-4.312977099236641,4.6183206106870225
0.044921875,-0.62939453125,0.65234375,-22.374045801526716,-4.290076335877862,4.221374045801527
0.041259765625,-0.6243896484375,0.6656494140625,-24.33587786259542,-2.1908396946564888,1.381679389312977
0.0660400390625,-0.6279296875,0.666259765625,-41.587786259541986,-6.526717557251908,6.33587786259542
0.0443115234375,-0.655517578125,0.5889892578125,-32.083969465648856,-18.740458015267176,20.946564885496183
0.0341796875,-0.6441650390625,0.6424560546875,-7.427480916030534,13.007633587786259,-0.0916030534351145
0.0321044921875,-0.65380859375,0.6072998046875,-8.396946564885496,14.648854961832061,-15.854961832061068
0.0543212890625,-0.65869140625,0.6383056640625,-4.931297709923665,-4.473282442748092,4.969465648854962
0.0233154296875,-0.6539306640625,0.632080078125,-9.625954198473282,-3.2442748091603053,2.7251908396946565
0.0362548828125,-0.6551513671875,0.639892578125,-1.8625954198473282,0.3053435114503817,-1.2900763358778626
0.039306640625,-0.654541015625,0.6287841796875,-7.908396946564886,-1.0916030534351144,0.5114503816793893
0.0450439453125,-0.6585693359375,0.6392822265625,-3.2748091603053435,-1.16793893129771,0.2748091603053435
0.037353515625,-0.662841796875,0.628662109375,-6.290076335877862,-1.1908396946564885,0.366412213740458
0.04296875,-0.66259765625,0.6318359375,-3.068702290076336,-1.0534351145038168,0.19083969465648856
0.04150390625,-0.6563720703125,0.6328125,-5.465648854961832,-1.1908396946564885,0.3511450381679389
0.044921875,-0.6605224609375,0.620361328125,-4.1679389312977095,-1.1221374045801527,0.21374045801526717
0.0396728515625,-0.662841796875,0.63818359375,-4.557251908396947,-1.0687022900763359,0.26717557251908397
0.04052734375,-0.6593017578125,0.6290283203125,-3.83206106870229,-1.2290076335877862,0.1984732824427481
0.04052734375,-0.661376953125,0.6353759765625,-4.625954198473282,-1.183206106870229,0.3816793893129771
0.039794921875,-0.662109375,0.630615234375,-3.717557251908397,-1.2366412213740459,0.2595419847328244
0.044677734375,-0.65576171875,0.6302490234375,-4.580152671755725,-0.9923664122137404,0.37404580152671757
0.0404052734375,-0.6617431640625,0.6331787109375,-3.5877862595419847,-1.1908396946564885,0.29770992366412213
0.0406494140625,-0.6622314453125,0.63427734375,-4.526717557251908,-1.16793893129771,0.3435114503816794
0.03857421875,-0.6627197265625,0.6268310546875,-3.8625954198473282,-1.213740458015267,0.3435114503816794
0.0382080078125,-0.659423828125,0.63330078125,-4.190839694656488,-1.1908396946564885,0.3053435114503817
0.039306640625,-0.658935546875,0.6258544921875,-3.66412213740458,-1.0534351145038168,0.2748091603053435
0.0389404296875,-0.6619873046875,0.630859375,-4.030534351145038,-1.16793893129771,0.33587786259541985
0.04443359375,-0.6578369140625,0.6278076171875,-3.9236641221374047,-1.1603053435114503,0.22137404580152673
0.040283203125,-0.6641845703125,0.6357421875,-3.763358778625954,-1.0687022900763359,0.2366412213740458
0.04443359375,-0.6644287109375,0.6302490234375,-3.648854961832061,-1.1450381679389312,0.366412213740458
0.0413818359375,-0.6612548828125,0.6295166015625,-3.969465648854962,-1.16793893129771,0.35877862595419846
0.0418701171875,-0.661865234375,0.6265869140625,-3.854961832061069,-1.1145038167938932,0.22900763358778625
0.0394287109375,-0.6583251953125,0.6339111328125,-3.8396946564885495,-1.2061068702290076,0.26717557251908397
0.036865234375,-0.666748046875,0.6370849609375,-3.786259541984733,-1.1755725190839694,0.3053435114503817
0.0396728515625,-0.6650390625,0.6318359375,-4.00763358778626,-0.9923664122137404,0.37404580152671757
