4
3,1744029743.4219487
5,1744029743.63951
4,1744029743.8958266
4,1744029744.1777241
3,1744029744.4377015
4,1744029744.6952024
4,1744029744.9572682
4,1744029745.2224274
4,1744029745.549862
3,1744029745.9391065
3,1744029746.1902037
6,1744029746.473492
3,1744029746.7127163
4,1744029746.9586804
5,1744029747.2051885
5,1744029747.465349
4,1744029747.7102504
4,1744029747.9413228
4,1744029748.1743984
5,1744029748.4064689
4,1744029748.6350229
4,1744029748.8646345
4,1744029749.156204
32,1744029749.3894625
62,1744029749.6146705
63,1744029749.8397708
63,1744029750.0697508
61,1744029750.301199
37,1744029750.5295804
13,1744029750.7551777
8,1744029750.9843729
9,1744029751.2152038
7,1744029751.4712558
22,1744029751.701514
56,1744029751.9257336
60,1744029752.1499164
62,1744029752.380964
61,1744029752.6068273
56,1744029752.8298647
25,1744029753.055748
11,1744029753.2820318
8,1744029753.5040364
8,1744029753.7273562
9,1744029753.952301
42,1744029754.1749656
66,1744029754.3990552
65,1744029754.6243572
63,1744029754.845835
32,1744029755.0687678
7,1744029755.292543
7,1744029755.515614
10,1744029755.7352583
11,1744029755.9570665
52,1744029756.1802921
59,1744029756.4216235
62,1744029756.7128863
60,1744029756.9430864
24,1744029757.163682
9,1744029757.3912728
8,1744029757.611296
8,1744029757.8294406
9,1744029758.0568852
13,1744029758.2824965
63,1744029758.5049567
63,1744029758.7288134
64,1744029758.9470432
65,1744029759.1700368
51,1744029759.3971455
14,1744029759.620556
7,1744029759.8405998
9,1744029760.0610301
9,1744029760.370284
64,1744029760.712735
65,1744029760.937816
65,1744029761.1634429
63,1744029761.42215
59,1744029761.6506808
22,1744029761.8715513
8,1744029762.097163
8,1744029762.325078
6,1744029762.5455918
7,1744029762.7668571
40,1744029762.991524
25,1744029763.2149246
11,1744029763.4375093
34,1744029763.6595902
41,1744029763.8809247
46,1744029764.100898
31,1744029764.3315718
11,1744029764.5519958
19,1744029764.7754388
29,1744029764.9989035
44,1744029765.2227452
38,1744029765.4457686
27,1744029765.6710863
12,1744029765.8875337
10,1744029766.110072
21,1744029766.4326243
10,1744029766.6776938
19,1744029766.9214969
38,1744029767.161984
49,1744029767.396804
44,1744029767.6432974
27,1744029767.88138
20,1744029768.1166837
8,1744029768.3525655
22,1744029768.5747037
40,1744029768.7927608
42,1744029769.01409
24,1744029769.2355874
9,1744029769.4550297
15,1744029769.676071
27,1744029769.895934
23,1744029770.1154976
28,1744029770.3366654
28,1744029770.5557399
32,1744029770.7737677
34,1744029770.9909968
37,1744029771.211382
36,1744029771.4459999
38,1744029771.6719916
39,1744029771.8950164
34,1744029772.1090884
37,1744029772.3435361
38,1744029772.5785465
37,1744029772.806369
43,1744029773.0367842
40,1744029773.270078
38,1744029773.502792
42,1744029773.735956
39,1744029773.9665284
35,1744029774.1939113
35,1744029774.4466143
21,1744029774.771113
6,1744029775.1354046
9,1744029775.3727012
5,1744029775.608742
16,1744029775.845464
65,1744029776.0838325
9,1744029776.3986294
6,1744029776.6226027
49,1744029776.847178
62,1744029777.0761049
7,1744029777.3029718
8,1744029777.5335248
48,1744029777.7611053
62,1744029777.988579
7,1744029778.2141132
6,1744029778.44053
57,1744029778.6665049
45,1744029778.8959773
8,1744029779.121782
12,1744029779.345455
67,1744029779.5696552
34,1744029779.7967117
7,1744029780.025476
7,1744029780.259636
6,1744029780.4913554
7,1744029780.723424
7,1744029780.9514549
7,1744029781.1907306
8,1744029781.5871544
5,1744029782.1764603
